钉	9
钓	4
钙	3
钛	3
钜	1
钟	39
钢	34
钣	4
钥	9
钧	2
钮	4
钰	6
钱	60
钳	2
钻	16
钾	1
钿	1
铁	79
铂	4
铃	7
铅	2
铜	4
铝	16
铠	1
铭	7
铮	3
银	231
铸	6
铺	58
链	9
销	95
锁	115
锅	116
锈	10
锋	11
锐	5
错	6
锡	2
锣	1
锦	16
键	5
锻	2
镀	3
镇	50
镜	46
镭	1
镶	2
長	4
长	158
門	8
開	2
間	1
閣	2
门	221
闪	8
闭	17
问	28
闯	4
闲	45
间	193
闵	1
闸	11
闹	5
闺	2
闻	10
闽	1
阀	2
阁	19
阅	10
阆	1
阑	1
阔	2
阖	1
阜	5
队	39
防	128
阳	163
阴	3
阵	3
阶	22
阿	38
陀	4
陂	1
附	36
际	92
陆	8
陈	27
陋	2
陌	3
降	14
限	246
陕	7
陡	4
院	151
陣	1
除	23
险	77
陪	5
陵	5
陶	7
陽	3
隆	40
随	41
隐	6
隔	7
隙	1
障	20
隧	1
难	19
雀	8
雁	14
雄	13
雅	65
集	95
雉	1
雕	16
雜	1
雨	13
雪	46
雲	6
零	65
雷	13
電	1
雾	6
需	31
震	8
霍	1
霖	1
霜	7
霞	6
露	9
霸	14
青	66
靓	9
静	19
非	52
靠	40
面	265
革	13
靴	1
靶	1
鞋	54
鞍	7
鞭	5
韦	3
韧	1
韩	60
韭	1
音	60
韵	16
韻	1
頂	1
項	1
順	3
页	3
顶	26
项	43
顺	30
须	13
顽	2
顾	21
顿	6
颁	6
颂	7
预	36
领	56
颈	2
颐	1
频	19
颖	8
颗	6
题	55
颜	10
额	26
颠	1
風	5
风	207
飘	20
飛	3
飞	43
食	233
飮	1
飯	1
飾	1
餐	264
餘	1
館	4
饨	16
饭	122
饮	133
饯	1
饰	69
饱	5
饲	1
饺	20
饼	47
馄	15
馅	2
馆	223
馈	7
馋	1
馍	9
馔	2
首	73
香	207
馨	61
馬	2
駐	1
騰	3
驪	1
马	53
驰	16
驱	5
驴	2
驶	8
驻	3
驼	2
驾	42
驿	8
骂	2
骆	2
骋	2
验	62
骏	2
骑	4
骗	11
骠	1
骤	1
骥	1
骨	31
髓	2
高	213
鬼	6
魂	4
魅	27
魔	14
鱼	140
鱿	1
鲁	27
鲈	1
鲍	1
鲜	106
鲢	5
鲤	2
鲨	2
鲫	2
鳄	2
鳕	2
鳝	4
鳞	1
鳯	1
鴨	2
鴻	1
鶏	1
鶴	2
鷺	1
鸟	18
鸡	83
鸣	8
鸦	2
鸭	52
鸯	6
鸳	5
鸽	4
鸿	12
鹅	4
鹉	10
鹏	17
鹤	7
鹦	13
鹭	1
鹰	1
鹿	6
麒	1
麓	3
麗	2
麟	1
麦	41
麻	43
黃	2
黄	82
黎	5
黑	54
黔	1
黛	4
點	2
鼎	7
鼓	3
鼠	1
鼻	8
齊	1
齋	1
齐	14
齿	5
龄	9
龍	4
龙	115
龚	1
龟	6
！	324
＂	11
＇	3
（	180
）	163
，	801
－	51
．	115
／	160
：	871
；	24
？	33
［	5
］	2
～	20
￥	65
